FEC_MATRICULA;COD_CLASE_MAT;MARCA;MODELO;COD_PROCEDENCIA;BASTIDOR;COD_TIPO;COD_PROPULSION;CILINDRADA;TARA;PESO_MAX;NUM_PLAZAS;IND_PRECINTO;IND_EMBARGO;COD_PROVINCIA_VEH;COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
02012015;0;MERCEDES-BENZ;GLA220CDI4MATIC;3;WDC1569051J096855;40;1;2143;1520;2075;5;;;GI;B;1;17707;;N;D;B00;AGULLANA;125.00;N;;DAIMLERAG;2699
02012015;0;DACIA;DUSTER;3;UU1HSDADF51911424;40;1;1461;1205;1785;5;;;M;M;1;28027;;N;X;B00;MADRID;80.00;N;;AUTOMOBILEDACIASA;2673
02012015;2;SORIBERICA;SP73;0;VVCS0RNBCS4E05974;S7;;0;8000;37000;0;;;H;H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
02012015;0;SKODA;FABIA;3;TMBEH25J0F3048228;40;0;1198;1020;1550;5;;;C;C;1;15142;;N;X;B00;ARTEIXO;51.00;N;;SKODAAUTOA.S.;2451
02012015;0;SEAT;IBIZA;0;VSSZZZ6JZFR075073;40;1;1598;1095;1670;5;;;BI;BI;1;48012;;N;X;B00;BILBAO;66.00;N;;SEAT,S.A.;2469
02012015;0;CITROEN;DS3HDI70DESIRE;0;VF7SA8HR4EW692042;40;1;1398;1145;1553;5;;;M;TO;1;28609;;N;D;B00;SEVILLALANUEVA;50.00;N;;AUTOMOBILESCITROEN;2452
02012015;0;DACIA;SANDERO;1;UU15SDAG351795812;40;0;1149;941;1500;5;;;CS;V;1;12600;;N;D;B00;VALLDEUXO;55.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;VOLKSWAGEN;GOLFSPORTSVAN;3;WVWZZZAUZFW546950;40;1;1968;1399;1970;5;;;M;M;1;28922;;N;D;B00;ALCORCON;110.00;N;;VOLKSWAGENAG;2670
02012015;0;MERCEDES-BENZ;A180CDI;3;WDD1760121J350784;40;1;1461;1425;1960;5;;;M;M;1;28024;;N;D;B00;MADRID;80.00;N;;DAIMLERAG;2699
02012015;0;DACIA;LOGAN;3;UU14SDCL551820336;40;1;1461;1059;1590;5;;;LO;LO;1;26350;;N;D;B00;CENICERO;66.00;N;;AUTOMOBILEDACIASA;2634
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY210867;40;1;1422;1076;1640;5;;;B;B;1;08231;;N;D;B00;ULLASTRELL;66.00;N;;VOLKSWAGENAG;2456
02012015;0;SUZUKI;UH125;1;MLCC8111100302068;50;0;125;151;350;2;;;CO;CO;1;14100;;N;D;B00;LACARLOTA;9.10;N;;ND;1465
02012015;0;BMW;320D;3;WBA3Y31020GH95680;40;1;1995;1575;2145;5;;;ZA;ZA;1;49009;;N;X;B00;ZAMORA;135.00;N;;BAYERISCHEMOTORENWERKEAG;2920
02012015;0;RENAULT;KANGOO;3;VF1KW28G552031953;0G;1;1461;1320;1930;5;;;V;V;1;46960;;N;X;B00;ALDAIA;66.00;N;;RENAULTS.A.S.;2697
02012015;0;RENAULT;LAGUNACOUPE;3;VF1DTBSGE52209603;40;1;1995;1523;2017;4;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;127.00;N;;RENAULTS.A.S.;2693
02012015;0;AUDI;Q5;0;WAUZZZ8R7FA031864;25;1;1968;1755;2365;5;;;Z;HU;1;50001;;N;X;B00;ZARAGOZA;130.00;N;;AUDIA.G.;2816
02012015;0;SEAT;LEON;0;VSSZZZ5FZFR091474;40;0;1395;1158;1770;5;;;TF;TF;1;38208;;N;D;B00;LALAGUNA;92.00;N;;SEAT,S.A.;2618
02012015;0;BETA;RR4T350;3;ZD3E32000E0800163;50;0;349;113;286;1;;;MA;MA;1;29631;;N;D;B00;BENALMADENA;10.00;N;S;BETAMOTORSPA;1490
02012015;0;CITROEN;NC4HDI90COLLECT;0;VF7NC9HP0EY554386;40;1;1560;1280;1790;5;;;M;M;1;28017;;N;D;B00;MADRID;68.00;N;;AUTOMOBILESCITROEN;2608
02012015;0;OPEL;ASTRA;3;W0LPD6E66F8024427;40;1;1598;1413;2010;5;;;LE;VA;1;24003;;N;D;B00;LEON;81.00;N;;ADAMOPELAG;2685
02012015;0;YAMAHA;MAJESTYS;3;RKRSE811000004739;50;0;125;142;298;2;;;HU;L;1;22500;;N;D;B00;BINEFAR;8.00;N;;YAMAHAMOTORTAIWANCOLTD;1405
02012015;2;SCHMITZCARGOBULL;SKO24/L-13.4FP60;3;WSM00000005135466;S7;;0;8633;35000;0;;;AL;AL;1;04770;;N;X;A00;ADRA;0.00;N;;SCHMITZCARGOBULLAG;1310
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY163181;40;0;999;980;1540;5;;;V;V;1;46600;;N;D;B00;ALZIRA;55.00;N;;VOLKSWAGENAG;2456
02012015;0;SCANIA;NCENTURY12.8.35;0;YS2K4X20001892147;30;1;12742;13522;19500;61;;;M;M;1;28021;;N;X;A00;MADRID;302.00;N;;SCANIACVAB;6545
02012015;0;DAF;XF460FT;3;XLRTEH4300G052297;81;1;12902;8371;18000;2;;;S;S;1;39740;;N;D;A00;SANTOÑA;340.00;N;;DAFTRUCKSNV;3800
02012015;0;SEAT;IBIZA;3;VSSZZZ6JZFR088448;40;0;1390;1184;1670;5;;;TF;TF;1;38410;;N;D;B00;LOSREALEJOS;132.00;N;;SEAT,S.A.;2469
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY218439;40;0;1197;1032;1590;5;;;B;B;1;08290;;N;D;B00;CERDANYOLAVALLES;66.00;N;;VOLKSWAGENAG;2456
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY213809;40;1;1422;1090;1660;5;;;V;V;1;46110;;N;D;B00;GODELLA;66.00;N;;VOLKSWAGENAG;2456
02012015;0;CITROEN;DS4EHD115ETGSTTSTL;3;VF7NX9HD8EY581715;40;1;1560;1300;1815;5;;;LE;LE;1;24492;;N;D;B00;CUBILLOSDELSIL;84.00;N;;AUTOMOBILESCITROEN;1612
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY118876;40;0;1197;1032;1590;5;;;LE;LE;1;24007;;N;D;B00;LEON;66.00;N;;VOLKSWAGENAG;2456
02012015;0;NISSAN;XTRAIL;1;JN1TCAT32U0003006;40;1;1598;1658;2140;5;;;BI;BI;1;48992;;N;D;B00;GETXO;96.00;N;;NISSANINTERNATIONAL,S.A.;2705
02012015;0;OPEL;MOKKA;3;W0LJC7EL5F4061352;40;1;1686;1374;1883;5;;;HU;HU;1;22300;;N;D;B00;BARBASTRO;96.00;N;;ADAMOPELAG;2555
02012015;0;SEAT;TOLEDO;3;VSSZZZNHZF1013810;40;1;1598;1190;1725;5;;;A;A;1;03550;;N;D;B00;SANTJOANDALACANT;77.00;N;;SEAT,S.A.;2589
02012015;0;VOLKSWAGEN;TIGUAN;3;WVGZZZ5NZFW552362;40;1;1968;1468;2080;5;;;MU;MU;1;30800;;N;D;B00;LORCA;81.00;N;;VOLKSWAGENAG;2605
02012015;0;MERCEDES-BENZ;C220BLUETEC;3;WDD2050041F143796;40;1;2143;1570;2135;5;;;M;M;1;28007;;N;D;B00;MADRID;125.00;N;;DAIMLERAG;2840
02012015;0;RENAULT;MASTER;3;VF1MAFESC51561210;20;1;2299;1890;3500;3;;;V;V;1;46950;;N;X;B00;XIRIVELLA;92.00;N;;RENAULTS.A.S.;3682
02012015;0;HYUNDAI;I30;3;TMAD251RAEJ220530;40;1;1396;1401;1910;5;;;MA;MA;1;29730;;N;D;B00;RINCONDEVICTORIA;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
02012015;0;MERCEDES-BENZ;C220BLUETEC;3;WDD2050041F084083;40;1;2143;1495;2135;5;;;B;B;1;08393;;N;X;B00;CALDESDESTRAC;125.00;N;;DAIMLERAG;2840
02012015;0;SEAT;LEON;0;VSSZZZ5FZFR026180;40;1;1598;1211;1800;5;;;IB;IB;1;07500;;N;D;B00;MANACOR;77.00;N;;SEAT,S.A.;2618
02012015;0;AUDI;A3SPORTBACK;3;WAUZZZ8V0FA069479;40;1;1968;1305;1865;5;;;O;O;1;33013;;N;D;B00;OVIEDO;110.00;N;;AUDIA.G.;2620
02012015;0;BMW;X6M50D;3;WBAFH810500B62738;25;1;2993;2150;2860;5;;;TF;TF;1;38430;06112013;U;X;B00;ICOD;280.00;N;;BAYERISCHEMOTORENWERKEAG;2933
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY164416;40;1;1422;1077;1640;5;;;CA;CA;1;11405;;N;D;B00;JEREZDELAFTRA;55.00;N;;VOLKSWAGENAG;2456
02012015;0;VOLKSWAGEN;TIGUAN;3;WVGZZZ5NZFW554663;40;1;1968;1468;2080;5;;;NA;NA;1;31510;;N;D;B00;FUSTIÑANA;81.00;N;;VOLKSWAGENAG;2605
02012015;0;VOLKSWAGEN;GOLFSPORTSVAN;3;WVWZZZAUZFW570083;40;1;1598;1345;1920;5;;;B;B;1;08041;;N;D;B00;BARCELONA;81.00;N;;VOLKSWAGENAG;2670
02012015;0;BMW;RNINET;3;WB10A060XFZ425246;50;0;1170;199;430;2;;;B;B;1;08017;;N;D;B00;BARCELONA;81.00;N;;BAYERISCHEMOTORENWERKEAG;1490
02012015;0;DACIA;LODGY;1;UU1JSDJ3552059222;40;6;1598;1346;1831;5;;;M;M;1;28100;;N;D;A04;ALCOBENDAS;60.50;N;;AUTOMOBILEDACIASA;2810
02012015;0;OPEL;CORSA;3;W0L0SDL68E4331149;40;0;1398;1088;1640;5;;;A;A;1;03004;;N;D;B00;ALICANTE;74.00;N;;ADAMOPELAG;2511
02012015;0;VOLKSWAGEN;TIGUAN;3;WVGZZZ5NZFW552604;40;1;1968;1468;2080;5;;;B;B;1;08397;;N;D;B00;PINEDADEMAR;81.00;N;;VOLKSWAGENAG;2605
02012015;2;LECITRAILER;3E20;0;VV1M3AA5ASN160131;R2;;0;6965;35000;0;;;B;B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
02012015;0;PEUGEOT;PARTFGL11.6HDI75;0;VF37A9HN0EN523802;20;1;1560;1294;1935;2;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;AUTOMOBILESPEUGEOT;2728
02012015;0;FORD;FIESTA;3;WF0DXXGAKDEP43737;40;0;1242;980;1530;5;;;V;V;1;46920;;N;D;B00;MISLATA;60.00;N;;FORDWERKEGMBH;2489
02012015;0;MERCEDES-BENZ;A45AMG4MATIC;3;WDD1760521J351274;40;0;1991;1480;2050;5;;;B;B;1;08170;;N;X;B00;MONTORNESDELVALLES;265.00;N;;DAIMLERAG;2699
02012015;0;MERCEDES-BENZ;E220BLUETEC;3;WDD2074011F305262;40;1;2143;1770;2315;4;;;PO;C;1;36350;;N;D;B00;NIGRAN;125.00;N;;DAIMLERAG;2760
02012015;0;HYUNDAI;I30;3;TMAD251RAEJ219386;40;1;1396;1401;1910;5;;;H;H;1;21700;;N;D;B00;LAPALMADELCONDADO;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
02012015;0;RENAULT;MEGANE;0;VF1BZ0R0252372403;40;1;1461;1215;1801;5;;;BA;BA;1;06413;;N;D;B00;MENGABRIL;70.00;N;;RENAULTS.A.S.;2641
02012015;0;MINI;ONED;3;WMWZD11000WL39660;40;1;1598;1310;1820;5;;;O;O;1;33010;;N;X;B00;OVIEDO;66.00;N;;BAYERISCHEMOTORENWERKEAG;2595
02012015;0;TOYOTA;TOYOTAAURIS;3;SB1MS3JE30E103802;40;0;1798;1310;1815;5;;;GC;GC;1;35100;;N;D;B00;SBARTOLOMETIRAJANA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
02012015;0;TOYOTA;AURIS;3;SB1MF3JE30E015241;40;1;1998;1430;1915;5;;;M;M;1;28045;;N;D;B00;MADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
02012015;0;YAMAHA;YP125R;3;VG5SE681000014128;50;0;124;166;354;2;;;B;B;1;08320;;N;D;B00;ELMASNOU;10.55;N;;MBKINDUSTRIE;1525
02012015;0;LEXUS;LEXUSIS300H;1;JTHBH5D2005036766;40;0;2494;1680;2145;5;;;B;B;1;08013;;N;D;B00;BARCELONA;133.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2800
02012015;0;MERCEDES-BENZ;C220BLUETEC;3;WDD2052041F139853;40;1;2143;1615;2190;5;;;M;M;1;28003;;N;X;B00;MADRID;125.00;N;;DAIMLERAG;2840
02012015;0;BMW;318D;0;WBA3D11060J855654;40;1;1995;1430;2005;5;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;105.00;S;;BAYERISCHEMOTORENWERKEAG;2810
02012015;0;CITROEN;BERL.HDI75FG600;3;VF77A9HN0EN548210;20;1;1560;1294;1935;2;;;TF;TF;1;38650;;N;X;B00;ARONA;55.00;N;;AUTOMOBILESCITROEN;2728
02012015;0;FIAT;FIATDUCATO;3;ZFA25000002766627;20;1;2287;2083;3500;3;;;B;B;1;08906;;N;D;A00;LHOSPITALETDELLOB;96.00;N;;FIATGROUPAUTOMOBILESS.P.A.;4035
02012015;0;AUDI;A3SPORTBACK;3;WAUZZZ8VXFA048008;40;1;1598;1260;1820;5;;;J;J;1;23006;;N;D;B00;JAEN;81.00;N;;AUDIA.G.;2620
02012015;0;RENAULT;CAPTUR;0;VF12RFL1H51824924;40;1;1461;1245;1729;5;;;MU;MU;1;30850;;N;D;B00;TOTANA;66.00;N;;RENAULTS.A.S.;2606
02012015;0;PEUGEOT;NBOXBUS9L2H2180;3;VF3YBPMPB12765764;0G;1;2999;2380;3300;9;;;B;B;1;08740;;N;X;A02;SANDREUDEBARCA;130.00;N;;AUTOMOBILESPEUGEOT;2450
02012015;0;LANDROVER;RANGEROVERSPORT;3;SALWA2KF9FA512033;25;1;2993;2108;3000;5;;;B;B;1;08256;;N;X;B00;AGUILARDESEGARRA;190.00;S;;JAGUARLANDROVERLIMITED;2923
02012015;0;HYUNDAI;IX20;3;TMAPU81CAEJ179099;40;0;1396;1178;1710;5;;;IB;IB;1;07315;;N;X;A01;ESCORCA;66.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
02012015;0;BMW;3ERREIHE;3;WBABY71030PP41014;40;0;1995;1490;1925;4;;;M;M;1;28016;12052004;U;D;B00;MADRID;100.00;N;;BAYERISCHEMOTORENWERKEAG;2725
02012015;0;LANDROVER;RANGEROVEREVOQUE;3;SALVB2DCXFH017939;40;1;2179;1665;2350;5;;;BA;BA;1;06006;;N;X;B00;BADAJOZ;110.00;N;;JAGUARLANDROVERLIMITED;2660
02012015;0;RENAULT;CLIO;3;VF15R2L0H51793796;40;1;1461;1071;1651;5;;;B;B;1;08572;;N;D;B00;SPEREDETORELLO;66.00;N;;RENAULTS.A.S.;2589
02012015;2;LECITRAILER;3E20;0;VV1M3AA5ASN160121;R2;;0;6965;35000;0;;;B;B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
02012015;6;KEEWAY;F-ACTEVO;1;LBBB59108EB538478;90;0;49;94;254;2;;;IB;IB;1;07580;;N;D;B00;CAPDEPERA;2.55;N;;ZHEJIANGQIANJIANGMOTORCYCLECOLTD;1290
02012015;2;LECITRAILER;3E20;0;VV1M3AA5ASN160127;R2;;0;6965;35000;0;;;B;B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
02012015;0;KIA;SPORTAGE;0;U5YPC815AEL574952;40;1;1685;1476;1940;5;;;MU;MU;1;30002;;N;D;A03;MURCIA;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
02012015;0;FORD;KUGA;0;WF0AXXWPMAEB49427;40;1;1997;1530;2250;5;;;O;O;1;33011;;N;D;B00;OVIEDO;103.00;N;;FORDWERKEGMBH;2690
02012015;0;VOLKSWAGEN;TIGUAN;3;WVGZZZ5NZFW547647;40;1;1968;1468;2080;5;;;AL;AL;1;04890;;N;D;B00;SERON;103.00;N;;VOLKSWAGENAG;2605
02012015;2;IFORWILLIAMS;TA;3;SCKD00000E0660986;R6;;0;882;2700;0;;;SS;SS;1;20700;;N;D;B00;URRETXU;0.00;N;;ND;858
02012015;0;MERCEDES-BENZ;CLA200CDI;3;WDD1173081N163903;40;1;2143;1450;2005;5;;;CO;CO;1;14006;;N;D;B00;CORDOBA;100.00;N;;DAIMLERAG;2699
02012015;0;OTOKAR;VECTIO290T;1;NLRTMG100FA004252;30;1;6871;9825;14000;41;;;B;B;1;08720;;N;X;A00;VILAFRANCAPENEDES;213.00;N;;OTOKAROTOMOTIVVESEVUNMASANAYIAS;5000
02012015;0;TOYOTA;TOYOTAYARISHYBRID;3;VNKKD3D360A140753;40;0;1497;1095;1565;5;;;MA;CA;1;29680;;N;D;B00;ESTEPONA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
02012015;0;CITROEN;N-C4VTI95TONIC;3;VF7NC8FP0EY551355;40;0;1397;1200;1720;5;;;GC;GC;1;35200;;N;D;B00;TELDE;70.00;N;;AUTOMOBILESCITROEN;2608
02012015;0;CHEVROLET;CAPTIVA;1;KL1CF2699EB056597;40;1;2231;1843;2505;7;;;ML;ML;1;52006;;N;D;B00;MELILLA;120.00;N;;GMKOREACOMPANY;2707
02012015;0;RENAULT;MEGANE;0;VF1BZ0R0252351234;40;1;1461;1290;1801;5;;;M;M;1;28912;;N;D;B00;LEGANES;70.00;N;;RENAULTS.A.S.;2641
02012015;0;TOYOTA;AVENSIS;3;SB1BD76L00E139138;40;1;1998;1480;2100;5;;;M;M;1;28021;;N;D;B00;MADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
02012015;0;SEAT;IBIZA;0;VSSZZZ6JZFR051574;40;1;1598;1095;1670;5;;;M;B;1;28864;;N;X;B00;AJALVIR;66.00;S;;SEAT,S.A.;2469
02012015;0;AUDI;A6LIMOUSINE;3;WAUZZZ4G8EN204061;40;1;1968;1660;2240;5;;;SE;SE;1;41704;;N;X;B00;DOSHERMANAS;140.00;N;;AUDIA.G.;2921
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY214726;40;0;999;980;1540;5;;;B;B;1;08181;;N;D;B00;SENTMENAT;44.00;N;;VOLKSWAGENAG;2456
02012015;0;DACIA;SANDERO;1;UU15SDAG351793824;40;0;1149;941;1500;5;;;IB;IB;1;07300;;N;D;B00;INCA;55.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;VOLKSWAGEN;GOLF;3;WVWZZZAUZFP050210;40;1;1598;1246;1820;5;;;M;M;1;28108;;N;X;B00;ALCOBENDAS;77.00;S;;VOLKSWAGENAG;2620
02012015;0;BMW;R1200RT;3;WB10A0308EZ238106;50;0;1170;246;495;2;;;GC;GC;1;35017;;N;D;B00;LASPALMASGC;92.00;N;;BAYERISCHEMOTORENWERKEAG;1490
02012015;0;AUDI;Q3;3;WAUZZZ8U8ER135946;40;0;1395;1405;2005;5;;;GC;GC;1;35005;;N;D;B00;LASPALMASGC;110.00;N;;AUDIA.G.;2601
02012015;0;NISSAN;NISSANQASHQAI;3;SJNFAAJ11U1033860;40;1;1461;1385;1910;5;;;LE;O;1;24009;;N;D;B00;LEON;81.00;N;;NISSANINTERNATIONAL,S.A.;2646
02012015;0;CITROEN;C4CACEHDI92ETGSHIN;0;VF70B9HPGEE545235;40;1;1560;1055;1605;5;;;B;B;1;08390;;N;D;B00;MONTGAT;68.00;N;;ND;2595
02012015;0;HONDA;CB500F;1;MLHPC45A9E5100622;50;0;471;178;372;2;;;IB;IB;1;07710;;N;D;B00;SANTLLUIS;35.00;N;;THAIHONDAMANUFACTURINGCOLTD;1410
02012015;0;MERCEDES-BENZ;CLA200CDI;3;WDD1173011N128020;40;1;1796;1430;1985;5;;;B;B;1;08915;;N;D;B00;BADALONA;100.00;N;;DAIMLERAG;2699
02012015;0;NISSAN;PULSAR;3;VSKDAAC13U0019113;40;1;1461;1336;1785;5;;;B;M;1;08908;;N;X;B00;HOSPITALETDELLOBREGAT;81.00;;;NISSANINTERNATIONAL,S.A.;2700
02012015;0;TOYOTA;TOYOTARAV4;3;JTMWHREV50D030308;40;1;1998;1645;2135;5;;;M;M;1;28529;;N;D;B00;RIVASVACIAMADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
02012015;0;AUDI;Q7;3;WAUZZZ4L9FD001636;40;1;2967;2300;3125;7;;;SS;J;1;20400;;N;X;B00;IBARRA;180.00;N;;AUDIA.G.;3013
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY183842;40;1;1422;1077;1640;5;;;IB;IB;1;07315;;N;X;A01;ESCORCA;55.00;N;;VOLKSWAGENAG;2456
02012015;0;SEAT;ALTEAXL;0;VSSZZZ5PZFR011043;40;1;1598;1405;2024;5;;;M;M;1;28904;;N;D;B00;GETAFE;77.00;N;;SEAT,S.A.;2578
02012015;0;SEAT;IBIZA;0;VSSZZZ6JZFR079400;40;0;1197;1090;1570;5;;;V;V;1;46014;;N;D;B00;VALENCIA;63.00;N;;SEAT,S.A.;2469
02012015;0;KYMCO;AGILITYCITY125;1;LC2C20000E2603213;50;0;125;119;273;2;;;CA;CA;1;11550;;N;D;B00;CHIPIONA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
02012015;0;KYMCO;SUPERDINK125;3;RFBV21000E1520922;50;0;124;167;341;2;;;M;M;1;28915;;N;D;B00;LEGANES;11.00;N;;ND;1553
02012015;0;RENAULT;CAPTUR;0;VF12REL1E51765832;40;1;1461;1213;1763;5;;;V;V;1;46240;;N;D;B00;CARLET;66.00;N;;RENAULTS.A.S.;2606
02012015;0;VOLKSWAGEN;GOLF;0;WVWZZZAUZFP039639;40;1;1598;1246;1820;5;;;VA;SG;1;47014;;N;D;B00;VALLADOLID;77.00;N;;VOLKSWAGENAG;2620
02012015;0;CITROEN;C4EHDI115COLLEC;3;VF7NC9HD7EY586045;40;1;1560;1280;1820;5;;;M;TO;1;28002;;N;D;B00;MADRID;84.00;N;;AUTOMOBILESCITROEN;2608
02012015;0;CITROEN;C4PURET130S;3;VF7NCHNYMEY570561;40;0;1199;1205;1790;5;;;M;M;1;28021;;N;D;B00;MADRID;96.00;N;;AUTOMOBILESCITROEN;2608
02012015;0;AUDI;A1;3;WAUZZZ8X5EB117732;40;1;1598;1135;1585;4;;;LO;LO;1;26125;;N;D;B00;VILLOSLADACAMEROS;66.00;N;;AUDIA.G.;2459
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY139945;40;0;1197;1032;1590;5;;;LE;LE;1;24008;;N;D;B00;LEON;66.00;N;;VOLKSWAGENAG;2456
02012015;0;MERCEDES-BENZ;SPRINTER;3;WDB9066331S896033;20;1;2143;2122;3500;3;;;CU;CU;1;16004;;N;X;B00;CUENCA;95.00;N;;DAIMLERAG;3665
02012015;0;RENAULT;MASTER165.35;3;VF6MFF4ZE51911905;20;1;2299;2129;3500;3;;;SE;SE;1;41100;;N;X;B00;CORIADELRIO;120.00;N;;RENAULTTRUCKSESPAÑASL;4332
02012015;0;FORD;C-MAX;0;WF0JXXWPBJEM20961;40;1;1560;1315;1915;5;;;SS;SS;1;20200;;N;D;B00;BEASAIN;85.00;N;;FORDMOTORCOMPANY;2648
02012015;0;MERCEDES-BENZ;GLA200CDI;3;WDC1569081J093410;40;1;2143;1430;2020;5;;;V;V;1;46018;;N;D;B00;VALENCIA;100.00;N;;DAIMLERAG;2699
02012015;0;VOLKSWAGEN;UP!;3;WVWZZZAAZFD901799;40;2;0;1139;1500;4;;;IB;IB;1;07009;;N;X;B00;PALMAMALLORCA;60.00;N;;VOLKSWAGENAG;2417
02012015;0;MITSUBISHI;SPACESTAR120MPIMOT;1;MMCXNA03AFH016417;40;0;1193;845;1340;5;;;GC;GC;1;35007;;N;D;B00;LASPALMASGC;59.00;N;;MITSUBISHIMOTORSCORPORATION;2450
02012015;0;LEXUS;IS300H;1;JTHBH5D2305037393;40;0;2494;1680;2145;5;;;M;M;1;28700;;N;D;B00;SANSEBASTIANREYES;133.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2800
02012015;0;BMW;X53.0D;3;WBAFF41020L046746;40;1;2993;2105;2740;5;;;SA;SA;1;37439;03072007;U;D;B00;SANCRISTOBALCUESTA;173.00;N;;BAYERISCHEMOTORENWERKEAG;2933
02012015;0;YAMAHA;YP400R;3;VG5SH071000030176;50;0;394;202;410;2;;;B;B;1;08912;;N;D;B00;BADALONA;23.18;N;;ND;1565
02012015;0;MVAGUSTA;F41000R;3;ZCGF630ABDV003498;50;0;998;213;378;2;;;B;B;1;08830;;N;D;B00;SBOIDELLOB;143.00;N;;ND;1430
02012015;6;PEUGEOT;VGALW1AAA0S022101;3;VGALW1AAA0S022101;90;0;49;97;250;2;;;B;B;1;08017;;N;D;B00;BARCELONA;2.30;N;;PEUGEOTMOTOCYCLESSA;1330
02012015;0;AUDI;A1SPORTBACK;3;WAUZZZ8X5EB170950;40;1;1598;1160;1650;5;;;SE;SE;1;41006;;N;X;B00;SEVILLA;66.00;N;;AUDIA.G.;2457
02012015;0;YAMAHA;YBR125;3;LBPRE054000015449;50;0;124;115;320;2;;;B;B;1;08017;;N;D;B00;BARCELONA;7.50;N;;CHONGQINGJIANSHEYAMAHAMOTORLTD;1290
02012015;0;CITROEN;JUMPERFT30L1H;3;VF7YASMFA12764044;20;1;2198;1845;3000;3;;;C;M;1;15160;;N;X;B00;SADA;81.00;N;;AUTOMOBILESCITROEN;3000
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY214628;40;0;999;980;1540;5;;;SE;SE;1;41300;;N;D;B00;LARINCONADA;44.00;N;;VOLKSWAGENAG;2456
02012015;0;VOLKSWAGEN;CADDY;3;WV2ZZZ2KZFX059561;40;1;1598;1399;2264;5;;;TO;M;1;45001;;N;D;B00;TOLEDO;75.00;N;;VOLKSWAGENAG;2681
02012015;0;AUDI;A4AVANT;3;WAUZZZ8K9FA070698;40;1;1968;1575;2145;5;;;LO;LO;1;26148;;N;D;B00;OCON;110.00;N;;AUDIA.G.;2817
02012015;0;PEUGEOT;PARTNER;0;VF37J9HP0EJ829120;0G;1;1560;1360;2040;5;;;CA;CA;1;11510;;N;D;B00;PUERTOREAL;68.00;N;;AUTOMOBILESPEUGEOT;2728
02012015;0;CITROEN;C4CABHDI100SHINE;0;VF70BBHYBEE546265;40;1;1560;1070;1610;5;;;CS;CS;1;12400;;N;X;B00;SEGORBE;73.00;N;;AUTOMOBILESCITROEN;2595
02012015;0;CITROEN;BERLINGOHDI90;0;VF77J9HP0EJ883432;40;1;1560;1320;2070;5;;;M;M;1;28100;;N;D;B00;ALCOBENDAS;68.00;N;;AUTOMOBILESCITROEN;2728
02012015;0;CITROEN;BERL.E-HDI90S&STONI;0;VF77J9HP0EJ816166;40;1;1560;1320;2070;5;;;NA;NA;1;31300;;N;D;B00;TAFALLA;68.00;N;;AUTOMOBILESCITROEN;2728
02012015;0;SEAT;ALTEAXL;0;VSSZZZ5PZFR009949;40;1;1598;1480;2024;5;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;SEAT,S.A.;2578
02012015;0;HYUNDAI;I10;1;NLHA851CAFZ072177;40;0;1248;941;1450;5;;;M;M;1;28933;;N;X;B00;MOSTOLES;64.00;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2385
